"NB! RT The spread of tuberculosis should be of particular concern here in South Africa, where it is reported that we http://t.co/HDFh9m8CgI","1"
"Bird Infected with West Nile Virus Discovered in Mclean County http://t.co/y8ogaYVzT4","1"
"RT @airnewsalerts: #Odisha: More than hundred people in 10 districts tested #dengue 1; #CM asks health deptmt to provide free of cos__","1"
"_ñPostCrescent: Two dead birds found in Neenah tested 1 for West Nile virus. officials urge to guard against mosquitoes._ @Half_Ginge","1"
"Know where I'M going on vacay!! RT @WTHRcom State Health Department reports first 2013 human case of West Nile Virus in Ripley County, IN","1"
"First case of West Nile Virus confirmed in Niagara http://t.co/LMXH061sNR","1"
"@espn #OneSportingEvent has to be Game 6: The Flu Game. Most heroic performance in NBA history. Take me to '97.","1"
"#Dengue News: Did you know: dengue cases in QC - http://t.co/4oqSkGQ2D5 http://t.co/xNuKiYYT6h","1"
"The Indiana State Department of Health has confirmed the first human case of West Nile virus in Indiana. |... http://t.co/KEJrIwTnXV","1"
"First human case of West Nile virus reported in Ripley Co.: INDIANAPOLIS_îThe first human case of West Nile virus... http://t.co/u4OllWlGSh","1"
"Measles outbreak in New York http://t.co/NHkDOHFjVw","1"
"1st human case of West Nile virus reported in ND http://t.co/TOdObutPyA","1"
"First ever case of West Nile virus reported in Macedonia http://t.co/Qyn5peC2Fg #WNV","1"
"Measles outbreak in New York:... http://t.co/VwJWA1IPB3","1"
"RT @TheFluTrap: H7N9, Beijing: Hebei bird flu patient suffers for septic shock (Ifeng, July 23 2013) http://t.co/2vNsrriad5 #flu #influenza","1"
"Did you know: dengue cases in QC http://t.co/CyEgjBxoY2 | @skatzq @Inq_Researchers","1"
"Death Toll from #H1N1 in Argentina Reaches 38 - http://t.co/nPvOfBSJ46 : http://t.co/5ulcVf7MNm","1"
"100's of Texas West Nile virus cases/dozen deaths could have been prevented w/ mosquito surveillance like ours.  http://t.co/d20gBJPJFb","1"
"RT @DonaldsonLiam: Latest polio figs show further reductionsin endemic countries but devastating outbreak in Somalia/Kenya big set-back.ht__","1"
"Mosquitos with West Nile Virus Found in Naperville http://t.co/kV1LA2gt1g","1"
"Measles case pops up near Orlando attractions area. http://t.co/Y1MaoC4nIh.","1"
"RT @StGeorgeNews: West Nile Virus confirmed in Washington County - Dixie Press Online http://t.co/WiZqom4tZA  - #StGeorge  - #stgeorge","1"
"UNICEF - Somalia - Polio outbreak in Somalia threatens to spread http://t.co/ByiaeMTne9","1"
"98 million Americans were given polio vaccine contaminated with cancer-causing virus, admits CDC http://t.co/kOyzkdOvQY via @HealthRanger","1"
"SDC health officials: 2 more crows found dead by West Nile Virus, makes total of 3. Warning residents to protect themselves from mosquitoes","1"
"Voicer filed on British tourist diagnosed with highly contagious measles in Orlando. #fnnnews","1"
"Measles case pops up near Orlando attractions area: One measles case has been confirmed in Orange County, and ... http://t.co/iJcJMSZ78V","1"
"98 million Americans were given polio vaccine contaminated with cancer-causing virus, admits CDC http://t.co/RJAVg2LT4f","1"
"ss5-47So far,no less than 200 people  habe died of the flu epidemic.",1
"Death toll from #H1N1 in Argentina reaches 38 - China Daily : http://t.co/WUGvZUnSmi","1"
"Minnesota's first West Nile virus case reported http://t.co/QcRfY98og0","1"
"RT @BrianGratwicke: Chris Whittier: Ebola outbreaks have been associated with a 30% decline in Western Lowland Gorillas #ICCB2013","1"
"RT @NBCLA: #BREAKING: 5 test 1 for West Nile Virus in LA County, marking first human cases of 2013 in county http://t.co/I0yeKHSJyN","1"
"Five People Infected with West Nile Virus, Says L.A. County http://t.co/aPlsRXeJ5U via @laweekly","1"
"RT @DauphinCounty: more West Nile Virus-infected mosquitoes found in Dauphin County. stay safe with these tips http://t.co/fg8k3YHmVQ","1"
"Flavivirus news: Dengue outbreak has killed 26 in Central America: officials - Medical Xpress: ... http://t.co/5RzhziUMW1 #pathogenposse","1"
"Hepatitis A outbreak grows; FDA continues tests http://t.co/umLenGHeqX","1"
"Health Ministry: Polio virus found in 7 people in Israel's south  http://t.co/lXiUakpYSl","1"
"RT @STcom: Dengue outbreak has killed 26 in Central America: Officials http://t.co/HCn1TeUmZG","1"
"@MoxieKristine I did. I've been sick with the flu","1"
"RT @KEZI9: Flu outbreak hit @oregonstateuniv horse stables. Clients should leave their horses home unless it_s an emergency. http://t.co/dj__","1"
"MERS coronavirus, which has killed more than half of those infected, may have origins in South African bats http://t.co/AJMzXyFczC","1"
"A/H1N1 Deaths / Argentina: The H1N1 influenza A virus has claimed 43 people in Argentina so far this year, aft... http://t.co/FwjqkXG2je","1"
"Rain, Rain, Go Away: It rained every day for three weeks. And then I got sick with a cold/flu__ http://t.co/23dkVYW3b9","1"
"Chinese woman diagnosed with H7N9 bird flu, first case since May http://t.co/ByVJ7ZcSYO","1"
"Honduras - 13th confirmed Dengue fatality http://t.co/YNoAKyPreX","1"
"RT @strictlyhonest: Chinese woman diagnosed with #H7N9 bird flu, first case since May A Chinese woman has been diagnosed with the... http__","1"
"After Autism Scare, Measles Plague Erupts: An outbreak of measles in southwest Wales presents a cautionary tal... http://t.co/vynUO4y0Vu","1"
"Dengue hemorrhagic fever / China: Thirty-seven people have been confirmed as having contracted dengue fever in... http://t.co/J7xwmqbIb7,"1"
"RT @WHO: WHO has been notified of an additional laboratory-confirmed case of human infection with avian influenza A( #H7N9) http://t.co/615__,"1"
"#health UAE identifies 4 new cases of SARS-like virus __ Las Vegas Sun http://t.co/fbRQtwi9ki #care #virusnext","1"
"#Polio outbreak in Somalia: 73 cases so far as rest of the world combined reports 59 this year. http://t.co/5sL2wmnNYu @nprnews","1"
"#Dengue News: 37 dengue cases found in China - http://t.co/jAGb2aeb0v http://t.co/SdwsZDbGm5","1"
"RT @DengueNews: #Dengue News: 37 dengue cases found in China - http://t.co/jAGb2aeb0v http://t.co/SdwsZDbGm5","1"
"Mosquitoes with West Nile Virus Found in Bristol Twp. http://t.co/Dqc2RuF2Sr","1"
"Hepatitis A  outbreak recahes 150 cases. http://t.co/F2tOyEvS2s","1"
"The Townsend Farms #hepatitis A outbreak has reached 150 cases. http://t.co/F2VHFIfht4","1"
"RT @TowcesterEquine: Another Flu Case Confirmed http://t.co/wXQjHxcRmx - A further clinical case of Influenza (flu) has been confirmed on a__","1"
"there are 7 reported cases of h1n1 in zambia", "1"
"5 people have been reported dead of h1n1 in pakistan","1"
"5 cases of h1n1 in detected in russia","1"
"5 people reported dead in Iran because of h1n1","1"
"5 cases or h1n1 reported in Russia","1"
"5 cases of h1n1 reported in Russia","1"
"2 cases of h1n1 detected in Russia","1"
"3 cases of h1n1 detected in Iran","1"
"2 reported reported dead of h1n1 in Iran","1"
"1 case of h1n1 reported in Russia","1"
"3 people killed in h1n1 outbreak in Russia","1"
"2 cases of h1n1 reported in Iran","1"
"5 cases of h1n1 reported in Russia...http://ht.uish.","1"
"5 cases of h1n1 reported in Zambia","1"
"5 cases of h1n1 discovered in Pakistan","1"
"10 cases of h1n1 reported in Iran","1"
"1 case of h1n1 reported in Pakistan","1"
"1 case of h1n1 reported in Iran","1"
"2 cases of h1n1 reported in Russia","1"
"5 people killed in Pakistan of h1n1","1"
"The Health Authority in Abu Dhabi announced that it has recorded four new cases of coronavirus infection","1"
"Airports put on alert for MERS cases - The Times of India on Mobile - http://t.co/oo0nCfEw86 #MERS #SARS #healthcare","1"
"Six new cases of SARS-like virus reported in UAE, Saudi Arabia http://t.co/JlAOxxxyUN","1"
"RT @SantiagoTimes: Meningitis outbreak in Chile http://t.co/riRrudIrQG","1"
"Sri Lanka - 17,767 Dengue cases - various death estimates http://t.co/AfmfniKAOe","1"
"Six new MERS coronavirus cases reported in UAE, Saudi http://t.co/LKXu8nwE4M via @reuters","1"
"UAE: Six new cases of SARS-like virus reported in UAE, Saudi Arabia http://t.co/LKzV2tSC3s #preparedness","1"
"RT @Factsionary: Worldwide, 25,000 people die from hunger a day - more than tuberculosis, malaria and AIDS combined.","1"
"Health News Six new MERS coronavirus cases reported in UAE, Saudi http://t.co/Wemz3SYn19 #LivePowerfully","1"
"Six new MERS coronavirus cases reported in UAE, Saudi Arabia http://t.co/9W0n0XthOb","1"
"Six new MERS coronavirus cases reported in UAE, Saudi Arabia http://t.co/9CXxGC2f2k","1"
"Six new MERS coronavirus cases reported in UAE, Saudi Arabia... http://t.co/WbDBb7XTHK","1"
"RT @STcom: Six new Mers coronavirus cases reported in UAE, Saudi http://t.co/REcAKX3WRI","1"
"RT @WHO: WHO has been informed of six additional laboratory-confirmed cases of infection with Middle East respiratory syndrome coronavirus __","1"
"RT @HelenBranswell: Is #MERS sparing health-care workers? Not really. To date 15.6% of known cases have been HCWs. For SARS, it was 20% htt__","1"
"RT @staronline: Six new MERS coronavirus cases reported in UAE, Saudi http://t.co/AIz6FPNCCA","1"
"Six new MERS coronavirus cases reported in UAE, Saudi - Reuters : http://t.co/7wtY5YZZAm","1"
"(#Medical ::  MERS coronavirus): Saudi Arabia confirms six new cases of lethal virus (hospital workers) with fatality rate of 56% (38 of 67)","1"
"Six new cases of SARS-like virus reported in UAE, Saudi Arabia http://t.co/HIxl4FOtrE","1"
"Can Natural Products Protect You From Mosquitoes With West Nile Virus?: Almost 40,000 people in th... http://t.co/t8pbSNBLch #topstories","1"
"RT @ReutersIndia: Six new MERS coronavirus cases reported in UAE, Saudi http://t.co/Rx6aIPpC63","1"
"Polio outbreak in Somalia threatens to spread - UNICEF (press release) http://t.co/ygMU9hfMyB","1"
"Dengue fever cases on rise in hyderabad. At Durreshewar Hospital. http://t.co/aXe7nNuKB8","1"
"Six new Mers coronavirus cases reported in UAE, Saudi http://t.co/OynhXrVxVn | *tahan mulut, tahan tweet*","1"
